Repository,File Name,Class,Start Line,End Line,Displacement,Level
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_before_1.py,Simple Atributte,5,5,20,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_before_1.py,Simple Atributte,8,8,23,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_before_1.py,Simple Atributte,7,7,10,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_before_1.py,Simple Assignment,5,5,0,A1
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_before_1.py,Simple Assignment,8,8,4,A1
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_before_1.py,From,1,1,0,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_before_1.py,From,2,2,0,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_before_1.py,From,3,3,0,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_before_1.py,With,7,8,0,B1
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,Simple List,36,59,16,A1
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,Simple List,84,84,21,A1
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,Simple List,76,76,35,A1
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,Simple Dictionary,137,140,17,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,Files --> 'open' call function,7,7,5,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,Files --> 'read' call function,8,8,23,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,Simple Atributte,5,5,7,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,Simple Atributte,5,5,20,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,Simple Atributte,8,8,23,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,Simple Atributte,7,7,10,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,Simple Assignment,5,5,0,A1
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,Simple Assignment,8,8,4,A1
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,From,1,1,0,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,From,2,2,0,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,From,3,3,0,A2
6062fe2e212f0457e178b3cda0b592188b4f059c,6062fe2e212f0457e178b3cda0b592188b4f059c_archive-cdx_1665ed32_20181231_052914_after_1.py,With,7,8,0,B1
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,Simple List,48,71,16,A1
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,Simple List,96,96,21,A1
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,Simple List,88,88,35,A1
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,Simple Dictionary,149,152,17,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,Files --> 'open' call function,7,7,5,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,Files --> 'read' call function,8,8,23,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,Simple Atributte,5,5,7,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,Simple Atributte,5,5,20,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,Simple Atributte,8,8,23,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,Simple Atributte,7,7,10,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,Simple Assignment,5,5,0,A1
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,Simple Assignment,8,8,4,A1
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,From,1,1,0,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,From,2,2,0,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,From,3,3,0,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_before_3.py,With,7,8,0,B1
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,Simple List,36,59,16,A1
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,Simple List,84,84,21,A1
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,Simple List,76,76,35,A1
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,Simple Dictionary,137,140,17,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,Files --> 'open' call function,7,7,5,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,Files --> 'read' call function,8,8,23,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,Simple Atributte,5,5,7,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,Simple Atributte,5,5,20,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,Simple Atributte,8,8,23,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,Simple Atributte,7,7,10,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,Simple Assignment,5,5,0,A1
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,Simple Assignment,8,8,4,A1
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,From,1,1,0,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,From,2,2,0,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,From,3,3,0,A2
a651750aab03ff155476b213773b46e05696ce73,a651750aab03ff155476b213773b46e05696ce73_archive-cdx_1665ed32_20181231_052839_after_3.py,With,7,8,0,B1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,If statements expression (else),17,17,19,B1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,4,4,11,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,8,8,2,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,18,18,2,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,19,19,2,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,22,22,2,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,30,30,28,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,11,11,3,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,14,14,3,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,17,17,19,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,24,24,9,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,27,27,5,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,27,27,15,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,29,29,2,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,29,29,22,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,30,30,2,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Special Class Attribute __class__,31,31,9,B2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,31,31,24,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,17,17,53,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Atributte,31,31,35,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Assignment,4,4,0,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Assignment,8,8,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Assignment,17,17,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Assignment,18,18,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Assignment,19,19,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Assignment,22,22,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Assigment with sum (total = total + 1),29,29,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Assignment,30,30,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Assignment,10,10,3,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Assignment,11,11,3,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Assignment,14,14,3,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Assignment,16,16,27,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,From,1,1,0,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple If statements,9,15,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple If statements,16,16,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple If statements,27,28,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple If statements,21,21,3,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple For Loop,20,21,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Function with Simple argument with ** argument,7,22,1,B1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Function with Simple argument,23,24,1,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Function with Simple argument,26,31,1,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Lambda,11,11,29,B1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Return,24,24,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Return,31,31,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Return,28,28,3,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_before_1.py,Simple Class  Using the constructor method --> __init__,6,31,0,B1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,If statements expression (else),19,19,19,B1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,5,5,11,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,9,9,2,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,20,20,2,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,21,21,2,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,24,24,2,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,32,32,28,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,12,12,3,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,16,16,3,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,19,19,19,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,26,26,9,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,29,29,5,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,29,29,15,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,31,31,2,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,31,31,22,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,32,32,2,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Special Class Attribute __class__,33,33,9,B2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,33,33,24,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,19,19,53,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Atributte,33,33,35,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Assignment,5,5,0,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Assignment,9,9,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Assignment,19,19,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Assignment,20,20,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Assignment,21,21,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Assignment,24,24,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Assigment with sum (total = total + 1),31,31,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Assignment,32,32,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Assignment,11,11,3,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Assignment,12,12,3,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Assignment,16,16,3,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple Assignment,18,18,27,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,From,1,1,0,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,From,2,2,0,A2
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple If statements,10,17,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple If statements,18,18,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple If statements,29,30,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple If statements,23,23,3,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Simple For Loop,22,23,2,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Function with Simple argument with Default argument with ** argument,8,24,1,B1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Function with Simple argument,25,26,1,A1
322207e9562d15d0a6da2dbeb4e675dd1f6405b2,322207e9562d15d0a6da2dbeb4e675dd1f6405b2_archive-cdx_1665ed32_20181231_020439_after_1.py,Function with Simple argument,28,33,1,A1
